fire_id,park_agency,park_name,fire_name,fire_year,cause_description,fire_size,fire_size_class,latitude,longitude,state
241839,NPS,Indiana Dunes National Lakeshore,MANOR,1999,Debris Burning,0.2,A,41.60781,-87.22406,IN
241840,NPS,Indiana Dunes National Lakeshore,INDU 100,1999,Debris Burning,5.0,B,41.61526,-87.241,IN
241841,NPS,Indiana Dunes National Lakeshore,DUNELAND,1999,Debris Burning,2.0,B,41.60013,-87.27607,IN
241842,NPS,Indiana Dunes National Lakeshore,WOODS,1999,Debris Burning,5.0,B,41.62645,-87.0118,IN
241843,NPS,Indiana Dunes National Lakeshore,SAND,1999,Debris Burning,0.1,A,41.6045,-87.26878,IN
241844,NPS,Indiana Dunes National Lakeshore,PORTAGE AV,1999,Children,2.0,B,41.59584,-87.17,IN
241845,NPS,Indiana Dunes National Lakeshore,STATE RD,1999,Debris Burning,1.5,B,41.44567,-87.05067,IN
241846,NPS,Indiana Dunes National Lakeshore,EARLY,1999,Debris Burning,2.8,B,41.61299,-87.24344,IN
241847,NPS,Indiana Dunes National Lakeshore,BRIDGE,1999,Debris Burning,0.1,A,41.60726,-87.26039,IN
241848,NPS,Indiana Dunes National Lakeshore,VET,1999,Debris Burning,0.1,A,41.60316,-87.23346,IN
241849,NPS,Indiana Dunes National Lakeshore,BOWL II,1999,Debris Burning,1.3,B,41.59534,-87.27006,IN
241850,NPS,Indiana Dunes National Lakeshore,HOWE RD,1999,Debris Burning,0.1,A,41.627,-87.09627,IN
241851,NPS,Indiana Dunes National Lakeshore,PENN,1999,Debris Burning,1.0,B,41.58965,-87.1648,IN
241852,NPS,Indiana Dunes National Lakeshore,MARQUETTE2,1999,Debris Burning,3.4,B,41.60494,-87.25887,IN
241853,NPS,Indiana Dunes National Lakeshore,JACK,1999,Debris Burning,0.2,A,41.60255,-87.26773,IN
241854,NPS,Indiana Dunes National Lakeshore,HARLEY,1999,Debris Burning,0.3,B,41.60353,-87.23149,IN
241855,NPS,Indiana Dunes National Lakeshore,PUNCH,1999,Debris Burning,0.6,B,41.61529,-87.26259,IN
241856,NPS,Indiana Dunes National Lakeshore,BURNS HARB,1999,Debris Burning,1.0,B,41.61907,-87.14325,IN
241857,NPS,Indiana Dunes National Lakeshore,RUSH,1999,Debris Burning,0.1,A,41.61922,-87.23864,IN
241858,NPS,Indiana Dunes National Lakeshore,PORT,1999,Debris Burning,0.2,A,41.59703,-87.21757,IN
241859,NPS,Indiana Dunes National Lakeshore,TURKEY,1999,Debris Burning,1.1,B,41.59864,-87.23706,IN
241860,NPS,Indiana Dunes National Lakeshore,CLAY,1999,Debris Burning,0.1,A,41.59965,-87.27861,IN
241861,NPS,Indiana Dunes National Lakeshore,TIPPECANOE,1999,Debris Burning,0.1,A,41.60314,-87.23314,IN
241862,NPS,Indiana Dunes National Lakeshore,TRACK II,1999,Railroad,0.1,A,41.6077,-87.23082,IN
241863,NPS,Fort Larned National Historic Site,JOHN 2,1995,Equipment Use,0.5,B,38.18185,-99.21275,KS
241864,NPS,Fort Scott National Historic Site,PRAIRIE,1992,Equipment Use,0.1,A,37.84145,-94.70505,KS
241865,NPS,Fort Scott National Historic Site,ENCAMPMENT,1995,Equipment Use,0.5,B,37.83444,-94.71278,KS
241866,NPS,Isle Royale National Park,986,1992,Lightning,0.1,A,47.92483,-89.18141,MI
241867,NPS,Isle Royale National Park,TOOTHPICK,1993,Lightning,0.1,A,47.94226,-89.12586,MI
241868,NPS,Isle Royale National Park,OSRPEY,1994,Lightning,0.1,A,48.06743,-88.72654,MI
241869,NPS,Isle Royale National Park,LUCKYEAGLE,1994,Lightning,0.1,A,48.053,-88.80939,MI
241870,NPS,Isle Royale National Park,HAWK,1994,Lightning,0.1,A,47.87656,-89.22984,MI
241871,NPS,Isle Royale National Park,MTSISKIWIT,1995,Lightning,0.1,A,48.04455,-88.77417,MI
241872,NPS,Isle Royale National Park,SISKIWITLA,1995,Lightning,0.1,A,47.99226,-88.7859,MI
241873,NPS,Isle Royale National Park,WABONE,1996,Lightning,0.1,A,48.0747,-88.70245,MI
241874,NPS,Isle Royale National Park,DUNCANBAY,1997,Lightning,1.4,B,48.17009,-88.49516,MI
241875,NPS,Isle Royale National Park,MERRITT,1997,Campfire,0.1,A,48.18451,-88.4299,MI
241876,NPS,Isle Royale National Park,THREEMIJCT,1998,Arson,0.1,A,48.12321,-88.53154,MI
241877,NPS,Isle Royale National Park,CHIPPEWPTG,1998,Arson,0.1,A,48.01381,-88.68131,MI
241878,NPS,Isle Royale National Park,LOUISEWEST,1998,Lightning,0.2,A,48.15845,-88.48621,MI
241879,NPS,Isle Royale National Park,MINONG JCT,1999,Lightning,0.1,A,47.92839,-89.14356,MI
241880,NPS,Pictured Rocks National Lakeshore,RAYSLAST,1992,Lightning,0.1,A,46.5166,-86.4502,MI
241881,NPS,Pictured Rocks National Lakeshore,KINGSTON,1993,Smoking,0.1,A,46.5833,-86.2168,MI
241882,NPS,Pictured Rocks National Lakeshore,FLY,1997,Lightning,0.5,B,46.5997,-86.2719,MI
241883,NPS,Sleeping Bear Dunes National Lakeshore,WHEELER,1992,Miscellaneous,1.0,B,44.9333,-85.9168,MI
241884,NPS,Sleeping Bear Dunes National Lakeshore,FIREWORKS,1993,Fireworks,0.1,A,44.8667,-86.0334,MI
241885,NPS,Sleeping Bear Dunes National Lakeshore,BAKER,1994,Miscellaneous,0.1,A,44.95,-85.9168,MI
241886,NPS,Sleeping Bear Dunes National Lakeshore,JACKPINE,1995,Lightning,0.1,A,44.7264,-86.1307,MI
241887,NPS,Sleeping Bear Dunes National Lakeshore,PYRAMID PT,1997,Miscellaneous,0.1,A,44.9625,-85.9293,MI
241888,NPS,Sleeping Bear Dunes National Lakeshore,DAYFOREST,1997,Debris Burning,0.1,A,44.89,-86.0267,MI
241889,NPS,Sleeping Bear Dunes National Lakeshore,POLE,1998,Lightning,1.0,B,44.7914,-86.0515,MI
241890,NPS,Sleeping Bear Dunes National Lakeshore,DOGWALK,1999,Smoking,0.1,A,44.7208,-86.1014,MI
241891,NPS,Voyageurs National Park,8 MILE IS,1992,Campfire,2.0,B,48.62514,-93.23071,MN
241892,NPS,Voyageurs National Park,ISLAND V.,1992,Campfire,0.1,A,48.59567,-93.166,MN
241893,NPS,Voyageurs National Park,QUARTER L,1992,Smoking,0.1,A,48.476,-92.84867,MN
241894,NPS,Voyageurs National Park,SPHUNGE IS,1992,Lightning,0.1,A,48.43663,-92.99336,MN
241895,NPS,Voyageurs National Park,CRAPPIE IS,1992,Campfire,0.3,B,48.42339,-92.82907,MN
241896,NPS,Voyageurs National Park,DIAMOND,1992,Campfire,0.1,A,48.59696,-93.05808,MN
241897,NPS,Voyageurs National Park,CEMETERY,1992,Campfire,0.1,A,48.45115,-92.76846,MN
241898,NPS,Voyageurs National Park,SAG BAY,1992,Lightning,0.1,A,48.57273,-92.95673,MN
241899,NPS,Voyageurs National Park,BUDAH IS,1992,Campfire,0.5,B,48.50806,-93.0645,MN
241900,NPS,Voyageurs National Park,ESSLING,1992,Miscellaneous,1.1,B,48.44056,-92.69644,MN
241901,NPS,Voyageurs National Park,FRANKIE IS,1993,Campfire,0.1,A,48.54787,-92.85288,MN
241902,NPS,Voyageurs National Park,ARDEN,1993,Campfire,0.1,A,48.59872,-93.03638,MN
241903,NPS,Voyageurs National Park,SHEEN IS.,1993,Arson,0.3,B,48.43359,-92.6871,MN
241904,NPS,Voyageurs National Park,BORIS,1994,Campfire,0.1,A,48.47483,-92.97378,MN
241905,NPS,Voyageurs National Park,HOUSEBOAT8,1994,Campfire,0.1,A,48.46118,-92.87372,MN
241906,NPS,Voyageurs National Park,LUDWIG,1994,Campfire,0.1,A,48.54893,-92.85721,MN
241907,NPS,Voyageurs National Park,BUCKET,1994,Campfire,0.1,A,48.44517,-92.79561,MN
241908,NPS,Voyageurs National Park,GAYLORD PT,1995,Campfire,0.4,B,48.59339,-92.90992,MN
241909,NPS,Voyageurs National Park,FOX IS NE,1995,Campfire,0.1,A,48.62455,-92.96203,MN
241910,NPS,Voyageurs National Park,BOMBER,1995,Lightning,4.0,B,48.50936,-92.64592,MN
241911,NPS,Voyageurs National Park,BOOT JACK,1995,Lightning,2.0,B,48.49564,-92.89313,MN
241912,NPS,Voyageurs National Park,BLUFF,1995,Campfire,0.1,A,48.50485,-93.01247,MN
241913,NPS,Voyageurs National Park,BLIND PIG,1995,Campfire,0.3,B,48.43506,-92.50066,MN
241914,NPS,Voyageurs National Park,STAEGE BAY,1995,Lightning,0.1,A,48.34973,-92.52177,MN
241915,NPS,Voyageurs National Park,ZISKI IS,1995,Campfire,0.1,A,48.44241,-92.78279,MN
241916,NPS,Voyageurs National Park,HARBOR IS,1995,Lightning,0.1,A,48.5999,-92.9835,MN
241917,NPS,Voyageurs National Park,DR PEPPER,1995,Campfire,1.0,B,48.4364,-92.73471,MN
241918,NPS,Voyageurs National Park,MY ISLAND,1996,Smoking,0.7,B,48.44531,-92.51214,MN
241919,NPS,Voyageurs National Park,ALLIGATOR,1996,Lightning,0.1,A,48.32152,-92.47034,MN
241920,NPS,Voyageurs National Park,CRANBERRY,1996,Campfire,0.1,A,48.61101,-93.04322,MN
241921,NPS,Voyageurs National Park,DRYWEED,1997,Campfire,0.1,A,48.6114,-93.11244,MN
241922,NPS,Voyageurs National Park,STAEGE BAY,1997,Lightning,0.5,B,48.34907,-92.53267,MN
241923,NPS,Voyageurs National Park,BIRTHDAY,1997,Campfire,0.1,A,48.58761,-93.16485,MN
241924,NPS,Voyageurs National Park,RUDDER BAY,1997,Campfire,0.2,A,48.44459,-92.81262,MN
241925,NPS,Voyageurs National Park,NO NAME,1997,Campfire,0.1,A,48.47021,-93.00438,MN
241926,NPS,Voyageurs National Park,BLACK BAY,1997,Campfire,0.1,A,48.56736,-93.16593,MN
241927,NPS,Voyageurs National Park,ARDEN IS,1997,Campfire,0.1,A,48.59605,-93.03517,MN
241928,NPS,Voyageurs National Park,HARD HAT,1997,Lightning,2.0,B,48.53175,-92.85462,MN
241929,NPS,Voyageurs National Park,POINT,1997,Campfire,0.1,A,48.43825,-92.70489,MN
241930,NPS,Voyageurs National Park,BIG BOOM,1997,Campfire,40.0,C,48.55833,-92.87778,MN
241931,NPS,Voyageurs National Park,PETERSON,1997,Campfire,0.1,A,48.44117,-92.82284,MN
241932,NPS,Voyageurs National Park,PERSEIDS,1997,Campfire,1.0,B,48.44627,-92.77835,MN
241933,NPS,Voyageurs National Park,SURVEYOR,1998,Lightning,0.1,A,48.51715,-92.62805,MN
241934,NPS,Voyageurs National Park,FOX IS,1998,Campfire,0.1,A,48.62414,-92.96332,MN
241935,NPS,Voyageurs National Park,SHOE,1998,Lightning,0.1,A,48.50671,-92.91909,MN
241936,NPS,Voyageurs National Park,GRASSY,1998,Lightning,0.1,A,48.42426,-92.56093,MN
241937,NPS,Voyageurs National Park,SEXTON IS,1998,Arson,0.1,A,48.44973,-92.7478,MN
241938,NPS,Voyageurs National Park,FALL VIEW,1998,Campfire,0.1,A,48.58786,-92.97631,MN
241939,NPS,Voyageurs National Park,NASHATA PT,1998,Campfire,0.1,A,48.47446,-92.97274,MN
241940,NPS,Voyageurs National Park,SOLDIER,1998,Campfire,0.7,B,48.58764,-92.92475,MN
241941,NPS,Voyageurs National Park,BUSHY,1998,Campfire,2.0,B,48.60654,-93.11777,MN
241942,NPS,Voyageurs National Park,NUISANCE,1998,Campfire,0.1,A,48.59482,-92.91709,MN
241943,NPS,Voyageurs National Park,BEARSCRATC,1998,Lightning,0.2,A,48.53229,-92.94147,MN
241944,NPS,Voyageurs National Park,MOUSE TRAP,1998,Campfire,0.1,A,48.45109,-92.71377,MN
241945,NPS,Voyageurs National Park,OLD FART,1998,Campfire,1.0,B,48.58449,-92.94251,MN
241946,NPS,Voyageurs National Park,LONE PINE,1998,Lightning,0.1,A,48.61099,-93.13381,MN
241947,NPS,Voyageurs National Park,CHEESEHEAD,1999,Campfire,0.1,A,48.39325,-92.48381,MN
241948,NPS,Voyageurs National Park,FISHHEAD,1999,Campfire,0.4,B,48.50563,-93.0777,MN
241949,NPS,Voyageurs National Park,SHORT,1999,Campfire,0.1,A,48.44301,-92.79002,MN
241950,NPS,Voyageurs National Park,LAMPLESS,1999,Campfire,0.5,B,48.45,-92.73333,MN
241951,NPS,Ozark National Scenic River,O JESSE,1992,Debris Burning,3.0,B,37.38684,-91.63703,MO
241952,NPS,Ozark National Scenic River,LEONARD,1992,Miscellaneous,0.5,B,37.50579,-91.56472,MO
241953,NPS,Ozark National Scenic River,RED BLAZE,1992,Miscellaneous,0.5,B,37.48608,-91.57044,MO
241954,NPS,Ozark National Scenic River,RILEY,1992,Miscellaneous,8.0,B,37.39373,-91.57646,MO
241955,NPS,Ozark National Scenic River,STROHEIDE,1992,Debris Burning,40.0,C,37.50216,-91.58306,MO
241956,NPS,Ozark National Scenic River,STARK,1992,Lightning,0.1,A,37.37516,-91.55468,MO
241957,NPS,Ozark National Scenic River,ROBERTSFLD,1992,Campfire,0.1,A,37.13584,-91.17621,MO
241958,NPS,Ozark National Scenic River,PIATT,1993,Lightning,2.0,B,37.40929,-91.46125,MO
241959,NPS,Ozark National Scenic River,BRANDT,1993,Campfire,0.1,A,37.1219,-91.20388,MO
241960,NPS,Ozark National Scenic River,PISTOL BH,1993,Arson,26.3,C,37.16782,-91.41128,MO
241961,NPS,Ozark National Scenic River,CEDARGROVE,1993,Campfire,0.2,A,37.42164,-91.60749,MO
241962,NPS,Ozark National Scenic River,BLUESPRING,1993,Fireworks,0.1,A,37.05257,-91.63783,MO
241963,NPS,Ozark National Scenic River,PEACH,1993,Campfire,0.1,A,37.06797,-91.04323,MO
241964,NPS,Ozark National Scenic River,TREE,1993,Campfire,0.1,A,37.06747,-91.04407,MO
241965,NPS,Ozark National Scenic River,HOOPER HOL,1993,Arson,150.0,D,36.8766,-90.95616,MO
241966,NPS,Ozark National Scenic River,HOGAN,1994,Debris Burning,2.0,B,37.46052,-91.57871,MO
241967,NPS,Ozark National Scenic River,PURCELL,1994,Miscellaneous,1.0,B,37.38521,-91.53168,MO
241968,NPS,Ozark National Scenic River,BARNHOLLOW,1994,Arson,73.0,C,37.05248,-91.69091,MO
241969,NPS,Ozark National Scenic River,SMITH,1994,Arson,22.0,C,37.05023,-91.68589,MO
241970,NPS,Ozark National Scenic River,MOUNTAIN,1994,Arson,1.0,B,37.05689,-91.70586,MO
241971,NPS,Ozark National Scenic River,VIEW,1994,Arson,1.0,B,37.05595,-91.7056,MO
241972,NPS,Ozark National Scenic River,WILDCAT MT,1994,Equipment Use,50.0,C,37.18895,-91.23383,MO
241973,NPS,Ozark National Scenic River,LOW GAP HO,1994,Arson,1.0,B,37.36152,-91.41019,MO
241974,NPS,Ozark National Scenic River,FERRIS,1994,Debris Burning,2.0,B,36.97756,-90.97579,MO
241975,NPS,Ozark National Scenic River,CEDAR,1994,Debris Burning,3.0,B,37.42847,-91.56353,MO
241976,NPS,Ozark National Scenic River,GROVE,1994,Debris Burning,3.0,B,37.42847,-91.56577,MO
241977,NPS,Ozark National Scenic River,HORSE,1994,Arson,1.0,B,37.14039,-91.40705,MO
241978,NPS,Ozark National Scenic River,WEST,1994,Arson,1.0,B,37.14041,-91.40996,MO
241979,NPS,Ozark National Scenic River,BROADFOOT,1994,Arson,1.0,B,37.18291,-91.28198,MO
241980,NPS,Ozark National Scenic River,SCHOOL,1994,Lightning,1.0,B,37.41382,-91.59385,MO
241981,NPS,Ozark National Scenic River,TERRILL,1994,Arson,100.0,D,37.44401,-91.46227,MO
241982,NPS,Ozark National Scenic River,HUNTER CAB,1994,Arson,17.0,C,37.43959,-91.63134,MO
241983,NPS,Ozark National Scenic River,KEATON,1994,Arson,13.0,C,37.16388,-91.40551,MO
241984,NPS,Ozark National Scenic River,PISTOL,1994,Arson,1.0,B,37.16382,-91.40883,MO
241985,NPS,Ozark National Scenic River,KELLY,1994,Arson,1.0,B,36.92297,-90.91042,MO
241986,NPS,Ozark National Scenic River,ROUND,1994,Smoking,1.0,B,37.28057,-91.41438,MO
241987,NPS,Ozark National Scenic River,HECK,1994,Debris Burning,0.1,A,37.38438,-91.50097,MO
241988,NPS,Ozark National Scenic River,MAX,1994,Debris Burning,3.0,B,37.32664,-91.41517,MO
241989,NPS,Ozark National Scenic River,EE,1994,Debris Burning,0.2,A,37.32966,-91.41679,MO
241990,NPS,Ozark National Scenic River,MURREY,1994,Campfire,0.1,A,37.41424,-91.59964,MO
241991,NPS,Ozark National Scenic River,FLYING W,1994,Campfire,0.2,A,37.39924,-91.59003,MO
241992,NPS,Ozark National Scenic River,LEATHER,1995,Arson,30.0,C,37.09948,-91.51484,MO
241993,NPS,Ozark National Scenic River,ELEANOR,1995,Equipment Use,0.1,A,37.37084,-91.54356,MO
241994,NPS,Ozark National Scenic River,MOONEY,1995,Debris Burning,30.0,C,37.16327,-91.3092,MO
241995,NPS,Ozark National Scenic River,STANILIOU,1995,Missing/Undefined,140.0,D,37.05375,-91.53733,MO
241996,NPS,Ozark National Scenic River,JOLLY,1995,Debris Burning,25.0,C,37.36636,-91.54624,MO
241997,NPS,Ozark National Scenic River,BROADFOOT1,1995,Arson,5.0,B,37.23952,-91.34946,MO
241998,NPS,Ozark National Scenic River,BROADFOOT2,1995,Arson,15.0,C,37.24187,-91.35257,MO
241999,NPS,Ozark National Scenic River,LOW,1995,Missing/Undefined,0.2,A,36.985,-91.25133,MO
242000,NPS,Ozark National Scenic River,PAINT,1995,Campfire,14.0,C,37.12341,-91.06408,MO
242001,NPS,Ozark National Scenic River,ENTRANCE,1995,Arson,0.2,A,37.19525,-91.16577,MO
242002,NPS,Ozark National Scenic River,POWDERMILL,1995,Arson,1.0,B,37.19752,-91.16625,MO
242003,NPS,Ozark National Scenic River,WOODARD,1995,Campfire,0.1,A,37.42846,-91.63598,MO
242004,NPS,Ozark National Scenic River,HODGE,1995,Debris Burning,0.5,B,37.37677,-91.53774,MO
242005,NPS,Ozark National Scenic River,H-HWY,1995,Missing/Undefined,1.0,B,37.0943,-91.24542,MO
242006,NPS,Ozark National Scenic River,LARIMORE,1995,Debris Burning,1.0,B,37.39002,-91.52162,MO
242007,NPS,Ozark National Scenic River,T-HWY,1995,Missing/Undefined,25.0,C,36.97313,-90.91991,MO
242008,NPS,Ozark National Scenic River,BIRCH,1995,Missing/Undefined,15.0,C,36.98191,-91.59358,MO
242009,NPS,Ozark National Scenic River,TOWER,1995,Missing/Undefined,50.0,C,37.09245,-91.24904,MO
242010,NPS,Ozark National Scenic River,NN,1995,Missing/Undefined,30.0,C,37.129,-91.24064,MO
242011,NPS,Ozark National Scenic River,315,1995,Missing/Undefined,150.0,D,37.22918,-91.42837,MO
242012,NPS,Ozark National Scenic River,COTHAM,1995,Missing/Undefined,30.0,C,36.84237,-91.19326,MO
242013,NPS,Ozark National Scenic River,MURRAY,1995,Campfire,0.1,A,37.41583,-91.60327,MO
242014,NPS,Ozark National Scenic River,306,1995,Missing/Undefined,45.0,C,37.19835,-91.40717,MO
242015,NPS,Ozark National Scenic River,BLUEBIRD,1995,Missing/Undefined,100.0,D,37.14969,-91.31661,MO
242016,NPS,Ozark National Scenic River,SHAWNEE,1995,Missing/Undefined,50.0,C,37.1543,-91.31684,MO
242017,NPS,Ozark National Scenic River,SLIDE,1995,Arson,0.1,A,37.14684,-91.43423,MO
242018,NPS,Ozark National Scenic River,MACY,1995,Equipment Use,0.1,A,37.18776,-91.15292,MO
242019,NPS,Ozark National Scenic River,PEAVINE,1995,Debris Burning,0.5,B,36.97141,-90.99331,MO
242020,NPS,Ozark National Scenic River,PEAVINEII,1995,Missing/Undefined,0.2,A,36.97675,-91.0102,MO
242021,NPS,Ozark National Scenic River,CATARACT,1995,Campfire,0.1,A,36.8683,-90.93841,MO
242022,NPS,Ozark National Scenic River,CAVE,1995,Arson,1.0,B,36.89447,-90.89764,MO
242023,NPS,Ozark National Scenic River,BOUNDARY,1995,Campfire,0.1,A,36.9225,-90.9427,MO
242024,NPS,Ozark National Scenic River,DAWSON,1995,Missing/Undefined,40.0,C,37.07474,-91.08916,MO
242025,NPS,Ozark National Scenic River,HOFFMAN,1996,Equipment Use,1.0,B,37.3834,-91.0835,MO
242026,NPS,Ozark National Scenic River,SINKING,1996,Arson,0.1,A,37.29479,-91.41555,MO
242027,NPS,Ozark National Scenic River,ROCKY,1996,Arson,2.0,B,37.1167,-91.3668,MO
242028,NPS,Ozark National Scenic River,HORSE,1996,Arson,0.7,B,37.16903,-91.31742,MO
242029,NPS,Ozark National Scenic River,WILLIAMS,1996,Miscellaneous,3.0,B,37.24235,-91.33906,MO
242030,NPS,Ozark National Scenic River,ROCKYFAL#1,1996,Arson,90.0,C,37.10991,-91.19557,MO
242031,NPS,Ozark National Scenic River,ROCKYFA#2,1996,Arson,0.2,A,37.10748,-91.19698,MO
242032,NPS,Ozark National Scenic River,ROCKYFAL#3,1996,Arson,0.1,A,37.10869,-91.20137,MO
242033,NPS,Ozark National Scenic River,RAFTYARD,1996,Debris Burning,15.5,C,37.03209,-91.04651,MO
242034,NPS,Ozark National Scenic River,HIGHBANK,1996,Arson,0.1,A,37.11113,-91.11908,MO
242035,NPS,Ozark National Scenic River,TIPTOP,1996,Campfire,18.0,C,37.24191,-91.30867,MO
242036,NPS,Ozark National Scenic River,OAK,1996,Arson,32.0,C,37.06907,-91.05082,MO
242037,NPS,Ozark National Scenic River,PIN,1996,Arson,0.1,A,37.06699,-91.05267,MO
242038,NPS,Ozark National Scenic River,JADWIN,1996,Missing/Undefined,25.0,C,37.47269,-91.56418,MO
242039,NPS,Ozark National Scenic River,WRIGHT,1996,Debris Burning,2.0,B,37.18155,-91.29527,MO
242040,NPS,Ozark National Scenic River,BRAWLEY,1996,Missing/Undefined,250.0,D,36.92203,-91.30346,MO
242041,NPS,Ozark National Scenic River,CAP #1,1996,Arson,10.0,C,37.27471,-91.39113,MO
242042,NPS,Ozark National Scenic River,CAP #2,1996,Arson,0.5,B,37.27466,-91.38729,MO
242043,NPS,Ozark National Scenic River,CAP #3,1996,Arson,10.0,C,37.27452,-91.38236,MO
242044,NPS,Ozark National Scenic River,CAP #4,1996,Arson,0.2,A,37.27435,-91.37834,MO
242045,NPS,Ozark National Scenic River,GLADDEN,1996,Missing/Undefined,10.0,C,37.38444,-91.54614,MO
242046,NPS,Ozark National Scenic River,BIGGS,1996,Lightning,3.0,B,37.16868,-91.29766,MO
242047,NPS,Ozark National Scenic River,ROBERTS,1996,Equipment Use,0.1,A,37.11866,-91.18429,MO
242048,NPS,Ozark National Scenic River,WELCH,1996,Lightning,0.1,A,37.39193,-91.56993,MO
242049,NPS,Ozark National Scenic River,FLATROCK,1997,Children,5.0,B,37.0472,-91.62222,MO
242050,NPS,Ozark National Scenic River,BOUNDARY,1997,Arson,2.0,B,37.16574,-91.20661,MO
242051,NPS,Ozark National Scenic River,INDIAN,1997,Arson,8.0,B,37.17039,-91.2105,MO
242052,NPS,Ozark National Scenic River,INDIAN 2,1997,Arson,20.0,C,37.14883,-91.17579,MO
242053,NPS,Ozark National Scenic River,INDIAN 3,1997,Arson,10.0,C,37.15314,-91.17375,MO
242054,NPS,Ozark National Scenic River,BIGCREEK,1997,Equipment Use,0.1,A,37.41451,-91.61162,MO
242055,NPS,Ozark National Scenic River,BUCK,1997,Arson,0.1,A,37.06097,-91.66577,MO
242056,NPS,Ozark National Scenic River,STEELE,1997,Debris Burning,5.0,B,37.1409,-91.48167,MO
242057,NPS,Ozark National Scenic River,CULPEPPER,1998,Debris Burning,40.5,C,37.02548,-91.05497,MO
242058,NPS,Ozark National Scenic River,BLUFFSCHOO,1998,Arson,47.0,C,37.39551,-91.57828,MO
242059,NPS,Ozark National Scenic River,DENNYWALKE,1998,Arson,17.0,C,37.18399,-91.18486,MO
242060,NPS,Ozark National Scenic River,BOCKERS,1998,Arson,18.0,C,37.04401,-91.62564,MO
242061,NPS,Ozark National Scenic River,MILLER,1998,Arson,25.0,C,37.17153,-91.41993,MO
242062,NPS,Ozark National Scenic River,EDSMITH,1998,Campfire,0.1,A,37.15524,-91.42846,MO
242063,NPS,Ozark National Scenic River,MDC#8,1998,Debris Burning,5.0,B,37.08734,-91.23334,MO
242064,NPS,Ozark National Scenic River,BEARHOLL,1999,Debris Burning,79.0,C,37.03858,-91.6132,MO
242065,NPS,Ozark National Scenic River,CANYON,1999,Arson,3.0,B,37.18408,-91.26562,MO
242066,NPS,Ozark National Scenic River,MCMAHAN,1999,Arson,2.0,B,37.30688,-91.41281,MO
242067,NPS,Ozark National Scenic River,DRIFTPILE,1999,Debris Burning,0.5,B,37.19186,-91.27569,MO
242068,NPS,Ozark National Scenic River,NELSON,1999,Arson,0.1,A,37.18846,-91.27844,MO
242069,NPS,Ozark National Scenic River,ROGERS CRK,1999,Arson,3.0,B,37.05001,-91.07123,MO
242070,NPS,Ozark National Scenic River,BOUNDARY,1999,Arson,5.0,B,37.14844,-91.48088,MO
242071,NPS,Ozark National Scenic River,SUTTON CRK,1999,Campfire,13.0,C,37.20774,-91.32128,MO
242072,NPS,Ozark National Scenic River,STEEL ROAD,1999,Arson,163.0,D,37.13977,-91.47668,MO
242073,NPS,Ozark National Scenic River,H HWY,1999,Arson,90.0,C,37.10732,-91.24476,MO
242074,NPS,Ozark National Scenic River,KLEPZIG,1999,Arson,11.0,C,37.12126,-91.20085,MO
242075,NPS,Ozark National Scenic River,KLEPZIGII,1999,Arson,0.5,B,37.1236,-91.2013,MO
242076,NPS,Ozark National Scenic River,HECK,1999,Equipment Use,1.0,B,37.38339,-91.49043,MO
242077,NPS,Wilson's Creek National Battlefield,NORTH POND,1994,Arson,0.1,A,37.11817,-93.40999,MO
242078,NPS,Wilson's Creek National Battlefield,BEETLE,1996,Arson,1.1,B,37.09835,-93.41687,MO
242079,NPS,Theodore Roosevelt National Park,MEDIAN,1992,Smoking,1.0,B,46.93176,-103.5441,ND
242080,NPS,Theodore Roosevelt National Park,MAINT,1992,Debris Burning,0.1,A,47.21518,-103.24823,ND
242081,NPS,Theodore Roosevelt National Park,TRAP,1993,Lightning,6.5,B,46.91198,-103.47469,ND
242082,NPS,Theodore Roosevelt National Park,CORRAL,1993,Debris Burning,25.0,C,46.93382,-103.31895,ND
242083,NPS,Theodore Roosevelt National Park,RAMIREZ,1993,Arson,0.1,A,47.21518,-103.24823,ND
242084,NPS,Theodore Roosevelt National Park,RES 118C,1993,Arson,0.1,A,47.21518,-103.24823,ND
242085,NPS,Theodore Roosevelt National Park,HAYSTACK,1994,Miscellaneous,1.0,B,47.61259,-103.44953,ND
242086,NPS,Theodore Roosevelt National Park,COTTON 1,1994,Campfire,0.1,A,46.94929,-103.53238,ND
242087,NPS,Theodore Roosevelt National Park,COTTON 2,1994,Campfire,0.1,A,46.95122,-103.53204,ND
242088,NPS,Theodore Roosevelt National Park,COTTON 3,1994,Campfire,0.1,A,46.9493,-103.53379,ND
242089,NPS,Theodore Roosevelt National Park,LEAVES,1995,Debris Burning,0.5,B,46.94861,-103.51504,ND
242090,NPS,Theodore Roosevelt National Park,RES 101,1995,Equipment Use,0.1,A,47.21518,-103.24823,ND
242091,NPS,Theodore Roosevelt National Park,SHUT DOWN,1996,Campfire,0.1,A,47.60951,-103.37345,ND
242092,NPS,Theodore Roosevelt National Park,INTERSTATE,1996,Lightning,6.0,B,46.91893,-103.5005,ND
242093,NPS,Theodore Roosevelt National Park,COTTON3,1997,Debris Burning,0.1,A,46.94981,-103.53362,ND
242094,NPS,Theodore Roosevelt National Park,UNKNOWN 2,1997,Miscellaneous,0.1,A,47.60742,-103.3436,ND
242095,NPS,Theodore Roosevelt National Park,RIVER BEND,1997,Lightning,0.1,A,47.59625,-103.25375,ND
